Lifting Data Embedded in Cache|Lifting Sensitive Data Embedded in Cache|-0.15765749 0.28149614 -0.37884614 -0.18590242 0.022522617 -0.4169654 0.32539213 0.06429253 -0.3552909 0.3065369 -0.06718873 -0.22772613 0.27699786 -0.4261772 -0.10317762 -0.04569259 0.08774633 0.17580518 -0.41590035 -0.1409238 -0.3406185 -0.30411565 -0.29364058 -0.1947013 -0.06638309 0.1028713 -0.4460778 -0.25666535 0.23813945 -0.4620695 0.24613565 -0.034172367 0.022655636 -0.10548556 0.41007364 0.10966232 -0.20865856 0.000406398 -0.005328213 -0.007472767 0.030205278 0.05830916 -0.16397776 -0.23869556 -0.055450976 -0.36223963 -0.08491219 0.003890612 -0.1633874 -0.03650715 -0.063270964 -0.01819887 -0.03777534 0.20351423 -0.45326093 0.3709502 0.1347761 -0.058085322 -0.487885 0.036108945 0.01660691 0.11896556 -0.19470796 0.026024777 0.32265818 -0.021531219 0.04905872 -0.017973812 0.19848056 -0.117747195 -0.028011234 0.11634469 -0.33345577 -0.2764452 0.22270311 0.021238698 -0.30644724 -0.01407427 0.16000396 -0.31801528 -0.21917473 0.07066414 -0.04862118 -0.2278748 -0.030949019 0.06272083 0.12418801 -0.20745164 -0.0671031 0.076090045 0.19482365 0.19956595 -0.2235774 0.5179109 -0.60484654 -0.17274585 -0.16962719 0.35909125 0.41183376 0.44184458 0.10752836 0.21157609 -0.18731104 0.07663551 0.057247456 -0.24594712 0.06696317 -0.13574709 -0.22248219 -0.29128864 -0.06864515 0.3039827 0.039849076 0.061915424 -0.10712695 0.18253745 -0.116045825 -0.07281599 -0.27253392 0.036918547 0.011574998 0.013501809 -0.14657405 0.2199642 0.26646525 -0.40483597 -0.10692746 -0.19973716 0.041680492 -0.2942364 0.110035785 -0.056645095 0.034824036 -0.29401454 -0.30769065 -0.24209408 -0.08576507 0.08173564 -0.13764872 0.24592139 0.060973212 0.30825227 0.31169203 -0.39979422 -0.06536718 0.44385287 0.15096326 -0.4175088 -0.15115508 -0.1389895 -0.11048157 -0.38354185 -0.019672122 0.12627624 -0.34382477 0.065634586 0.047445167 0.2891095 -0.13820128 -0.045690402 -0.29565328 0.199673 -0.32692862 0.06459092 0.09134701 -0.08162201 0.1008841 0.4091457 0.21682054 -0.079436064 0.43639183 -0.02113849 -0.4141116 -0.34239805 0.2128933 0.10063789 -0.48981342 0.009273394 0.4084875 -0.33141872 0.16199869 0.053481624 -0.17090441 -0.089534 -0.18690051 -0.21351051 0.36968687 0.15750779 -0.022507073 0.017519744 -0.22795224 0.36542064 0.011185026 -0.03626976 -0.107967235 -0.06821149 -0.032836173 0.13293752 -0.16948308 -0.03948209 0.38996592 -0.004765077 0.06646557 -0.05265444 0.031219883 0.114616826 -0.10921199 0.09350047 0.2896446 0.28929397 -0.10796456 -0.15466048 -0.1696649 0.008441529 -0.022483982 -0.38799992 0.28729647 -0.06063808 -0.30251455 -0.051305234 0.026642334 -0.5283765 0.3152595 -0.18394162 0.29883298 0.21340184 0.09524369 -0.17853019 0.03147347 0.008726999 0.31032425 -0.20951466 -0.08518476 -0.035332445 -0.17509829 -0.010882183 0.1382171 0.029485269 -0.026923943 -0.30751446 -0.12530577 -0.04408113 -0.113978095 -0.06655709 -0.38850507 0.10562437 -0.06642838 0.44882342 0.062361654 -0.23007053 -0.34700304 -0.0086315535 0.4425541 -0.060575213 -0.25080955 0.07900801 0.08498096 0.27424625 -0.064392254 -0.32079026 0.52675253 0.08428104 0.41671905 0.35092038 -0.0027216538 -0.040483642 -0.29031494 0.1383033 0.25877428 -0.08456291 -0.0784815 0.24331722 -0.1789539 0.14875898 0.063346975 -0.15635234 -0.056654118 -0.018645205 0.15217906 0.63182664 0.15963571 0.0026606796 0.055826616 -0.100801274 0.013435277 -0.31709507 -0.23800296 -0.33695415 0.09257507 0.1918512 0.13669135 -0.5123506 -0.3237991 0.037048317 0.47555903 -0.23892297 0.6305959 -0.015490109 0.22726364 0.053823005 -0.07394545 -0.17304167 0.2434364 0.20180021 -0.07795723 -0.3037144 0.10252178 0.32337663 0.3987119 -0.12914838 -0.25119436 -0.058251318 -0.22396062 -0.39042628 -0.081629425 -0.42522347 0.4680631 0.56611294 0.2556652 -0.10690271 0.05429822 -0.21501516 0.054783795 0.32940748 0.05310191 0.25414276 0.29599115 0.3276172 0.4819645 -0.19716029 0.28975984 -0.14687993 -0.1371844 0.118555516 -0.010255694 -0.04325073 0.1635055 0.12147991 -0.21709722 -0.074944235 0.15829644 0.22821979 0.13395667 -0.022876007 -0.17742322 0.018137937 0.08842952 0.585017 0.14832066 -0.26497042 0.24264579 -0.18238945 0.21627665 0.2445206 0.37366286 0.33892196 0.037351344 0.14296632 -0.34372866 0.13152702 0.4458795 -0.23190694 -0.040569913 0.02867645 -0.20037413 0.030735848 -0.45957223 0.30514002 0.7364178 0.20503785 0.07887899 -0.24097162 0.1618102 0.17055441 0.12336861 0.10986731 0.2458858 -0.036910377 0.3132478 0.30328375 0.011080688 0.034968678 -0.24480066 0.044985726
Bit Squatting|BitSquatting|0.107029885 -0.031917788 0.19073461 -0.21010272 -0.21339361 -0.0987834 0.062236283 0.7000267 -0.0076414743 0.059754025 -0.08301569 0.033460073 0.6033788 0.16479985 0.21812229 -0.095641375 -0.23047543 0.28330836 -0.044429988 -0.13670532 -0.31925988 -0.032423463 0.04682055 -0.34551263 0.1441144 -0.37888777 -0.037393857 0.09947735 0.26535025 -0.47767913 0.33472952 0.420076 0.07164391 0.5493322 0.12613042 0.47746238 -0.23713826 0.04007897 -0.4820013 0.24906659 -0.4577323 0.061565325 0.120796055 -0.50052935 0.84616137 -0.08064912 0.09127566 0.12519169 0.09247918 -0.1186597 0.4495399 0.4204968 -0.12934583 -0.044729397 -0.1652797 0.083917886 0.1657706 0.12743518 -0.03682928 0.3729649 0.32094896 -0.0079304725 -0.41741166 0.23625231 0.103051 -0.26212525 0.22036159 -0.2781066 -0.2955211 0.68592 0.23114312 -0.31385207 -0.42744407 -0.27229828 0.4373132 -0.18912983 -0.04090577 0.21239121 0.18213403 -0.5591983 -0.39496207 0.5000469 0.6271806 0.0019050911 -0.68408686 -0.42718387 0.35732138 0.41054747 -0.0051584616 -0.32560632 0.39432347 0.07986035 -0.1895349 0.27961197 0.16370654 -0.047867034 0.1063145 -0.21934305 -0.0812189 0.9844417 -0.15209241 0.45379236 -0.15043114 -0.020246135 0.14786088 0.22127354 0.39943257 -0.07291659 -0.19172603 0.16756696 -0.31454274 0.22619133 0.013757761 0.26710853 -0.1886056 -0.4583415 -0.42259833 -0.35642806 -0.4745531 0.27145496 -0.1037186 -0.26490393 -0.4600718 0.04808335 0.15581292 -0.9025151 0.14011323 0.25553772 0.08956194 0.262899 0.21146996 -0.028932782 -0.06419701 -0.34617794 -0.027913107 0.47666907 0.3112463 0.26688287 -0.029484943 -0.27806142 -0.50372326 0.08112116 0.21787725 0.061697558 0.06992149 -0.04965697 -0.7977734 -0.2655171 -0.047458727 -0.28967443 0.22056705 -0.10872472 0.14899927 0.17533691 -0.022617199 -0.23223053 0.027636096 -0.1685843 -0.17230551 0.15207858 -0.18388374 -0.025048882 0.030772304 -0.058823526 0.24184601 -0.009131573 -0.27606097 -0.053059474 -0.008084148 0.02901162 0.47503266 -0.066677056 0.037079655 -0.0084153265 0.21012534 0.30365655 -0.7964687 0.26985022 0.20096289 0.29552275 0.4561113 -0.008754458 -0.039727833 0.10713611 -0.1357574 -0.2286223 -0.31846893 0.28152546 0.34090933 -0.27737734 -0.2572368 -0.51675147 -0.11712432 -0.19176702 -0.15132962 -0.032047033 0.35715088 0.20874111 -0.5516258 0.1274961 0.022395903 -0.18708755 -0.064313 -0.2425191 0.25066173 0.20413075 -0.06956325 -0.3355179 0.3887174 -0.032694865 -0.0921551 -0.6547073 0.0734523 -0.380028 0.2739859 -0.002348885 0.4211839 0.054485407 -0.8520694 -0.3609332 0.009377924 -0.25490344 -0.009852919 -0.59760237 -0.103759825 0.14238706 -0.107336305 0.40034857 0.08189837 -0.42467263 0.13320537 -0.07481268 -0.4752953 0.18552299 -0.5805105 0.30505013 -0.056883067 -0.021593386 0.14190002 0.24679254 -0.4758058 0.06736096 0.09745797 0.46132365 0.23215191 -0.30494863 0.22509737 0.13364188 0.3584373 0.5449093 -0.22904299 0.059858706 -0.35495397 0.5153597 -0.065812625 -0.10961526 -0.0353312 -0.14160486 0.060447413 -0.04969604 -0.091777325 -0.09294232 -0.44378492 -0.37036064 0.2180037 -0.29976055 -0.17626238 0.3938068 0.10161102 -0.50599974 -0.14783518 0.28353658 -0.15374126 -0.21865393 -0.03515455 0.059107885 -0.040933937 0.08515816 0.034151237 -0.005380521 -0.36645317 -0.07518976 -0.02405764 0.08474221 0.0031921007 0.023714095 -0.24409159 0.08502164 0.1256362 0.26638278 -0.3066606 0.09586075 -0.39655796 0.3787438 -0.3773209 0.083139546 0.8745503 -0.06989614 0.061271053 0.098809056 0.27424648 -0.3390673 -0.2922466 -0.054753404 -0.11649185 -0.19422477 0.11991727 0.35263202 -0.24249287 0.34461722 -0.25909993 0.6109076 -0.44504496 -0.16817236 0.3093859 -0.22491956 0.11218834 0.39857015 0.04026672 -0.57725716 -0.24141872 -0.22124802 -0.27367586 0.0644652 0.2897899 -0.14118022 0.43977213 0.105630875 0.21565695 -0.22097318 -0.065762855 -0.4166621 -0.14750655 0.06631212 0.30562544 0.06517055 0.03349803 0.24287222 -0.29488084 0.1009998 0.2821662 -0.030569954 0.008876051 0.23692155 -0.278176 -0.14482157 -0.13893302 0.04859217 0.60453576 0.020920647 0.28005028 0.111422926 -0.42828885 0.07605974 0.15018708 -0.0020455122 0.019313289 0.052552257 0.06903941 0.057293188 -0.29921797 -0.31791273 0.48665342 0.42294267 0.20353746 0.20902193 0.033998575 0.098683216 0.024913574 -0.16915232 0.1731744 -0.124561526 -0.10904925 0.30433792 0.2934554 -0.017751878 0.16066004 -0.21884547 -0.54588276 0.25973123 -0.43625668 0.16064204 -0.12368637 0.65125227
XSS Error Pages|XSS Targeting Error Pages|-0.21271658 -0.5413548 -0.34078902 0.028713614 0.12690608 0.064010195 -0.25888148 -0.10550706 -0.18875577 0.28495172 -0.25095412 0.14846273 0.7074953 -0.28387794 -0.4188207 0.17436484 -0.35887584 -0.108537756 0.5576361 0.23954558 0.0017372604 -0.09394847 -0.02114165 0.066836186 -0.083852865 0.07625269 -0.26657683 -0.25506744 0.040443182 -0.3394746 0.2523342 -0.15330105 -0.04722445 -0.0018565357 0.5125899 0.1724855 0.030630622 -0.38988927 -0.34099385 -0.05784852 0.18495503 0.2171024 0.06067003 0.2185054 0.051080763 0.09738367 0.3621432 -0.38003087 0.14723428 0.027460592 -0.17037447 -0.09579183 0.41604537 0.07125302 -0.12893453 0.1967413 -0.07512206 0.324303 0.101654336 0.059824765 0.2208141 -0.29917288 -0.103021204 0.1147002 0.35715237 -0.19868152 -0.20585331 -0.21302588 0.05412894 -0.14050415 -0.18908453 -0.148017 -0.10729002 0.33365822 0.07194545 -0.26656517 -0.24303117 0.016575396 -0.23069255 -0.18769725 0.1179788 0.086867176 0.40784383 0.5021648 0.31566933 -0.18899396 0.25072804 -0.06234777 -0.25609082 -0.092415676 0.5897083 -0.13647296 0.32249758 -0.29942968 0.38701937 -0.11756746 -0.14310355 0.106069446 0.3342974 0.7182013 -0.17369701 0.08739852 -0.017434726 0.36870426 -0.2911251 -0.24685584 0.50554645 0.067524545 0.17071171 -0.11182201 0.18890856 -0.48267442 -0.27458104 -0.16153145 0.16252998 -0.28226835 0.11770831 -0.09114283 -0.15913773 -0.36251852 -0.23755327 0.023628965 0.33993524 0.40334216 -0.020706372 -0.208759 -0.1515055 0.17877015 -0.06522914 0.15111627 -0.14524052 0.013181678 -0.09843673 -0.35705015 0.4276347 -0.261936 -0.1489083 0.03746699 0.072529234 -0.12832843 -0.14033578 0.11607073 -0.022472994 0.34977335 0.17997047 0.23179208 -0.2926298 0.50874656 0.16685478 -0.19455276 0.4673739 -0.21366684 -0.42858788 0.48562998 -0.34053752 0.47912577 0.053452738 -0.076688476 0.35634533 -0.090273485 0.13479158 0.13462365 0.06191159 -0.07953332 0.5233311 -0.39614567 -0.04326833 0.26249227 -0.28129423 0.11004971 0.1835713 -0.45466965 -0.15474653 -0.05048921 -0.10724924 -0.0078033633 0.5860492 -0.29936042 -0.17500247 0.16696079 0.3215329 -0.04760287 -0.08864076 0.311788 0.0547092 -0.025887286 0.35155174 0.029202163 -0.25446975 -0.07530661 -0.33935603 -0.3249256 0.16314645 0.24883974 0.24916677 -0.18040755 0.0060688197 -0.43556228 -0.11199943 -0.19649819 0.5466158 0.17318614 0.14177002 -0.09098158 -0.3038123 -0.0945787 -0.30341294 0.06310784 0.37368235 -0.22739992 -0.07171687 -0.24200371 0.3077743 -0.37725988 0.14093427 -0.11098132 0.0026602447 0.17544219 -0.25343582 0.15435494 -0.104339726 0.16994669 -0.23856726 -0.28540367 0.013291253 -0.27172682 -0.50370723 0.15753463 -0.10124578 0.38320708 0.02021217 0.10192994 0.51403993 0.1349727 0.7015606 -0.3091948 -0.19737278 0.19782779 -0.18467009 -0.31665188 -0.28058258 -0.036686473 -0.16395533 -0.27645007 0.032992315 -0.02391592 -0.089975886 -0.22822165 -0.15848908 0.45120636 0.32745048 0.11287839 0.11878973 -0.36447695 -0.058479685 0.13282834 0.14725079 -0.6404548 -0.028102888 0.22189975 0.06522863 -0.27332193 -0.32861176 0.03913938 0.14410318 0.43245777 0.16298926 -0.16014205 0.059774596 0.41480643 -0.60923916 0.27694967 0.25359085 0.48262462 0.037856977 -0.23872378 0.22886707 -0.120231904 -0.022023065 0.26439792 -0.4892494 0.24585079 -0.19766264 -0.52491087 0.1801962 0.21842787 -0.34061268 -0.021443468 0.12500408 0.163039 -0.13903426 -0.06427968 0.05188718 0.04811924 -0.21695988 -0.4902989 -0.22721028 -0.25678787 -0.15552077 -0.506416 -0.10578764 -0.24838479 0.6121765 -0.11538368 0.39758787 -0.02053361 0.051216632 0.014016473 0.17097001 0.051193386 -0.020000443 0.084174156 -0.07619719 -0.27269456 -0.023535134 -0.30304235 0.14967404 0.48485237 -0.06277778 -0.42493486 -0.39130563 -0.17033947 -0.2767896 0.5008325 0.25451952 -0.38039568 -0.6288708 0.15632762 0.36120683 -0.111409865 0.32371876 -0.12826747 -0.4464915 -0.27149788 -0.21223561 -0.4856713 0.10186051 0.20717159 0.3393354 -0.41213948 -0.19798236 0.19339271 0.17249723 -0.1970654 -0.15940806 -0.14300379 0.18441156 -0.093566164 -0.04591194 0.17945777 0.24748446 0.023918029 0.38717178 -0.2972474 0.16904978 0.1434395 -0.31292963 0.1066074 0.1426377 0.40290323 0.019246599 0.34813896 0.1530428 -0.2639986 -0.23134427 0.5261274 0.093316324 0.51103795 0.20168082 0.1940748 0.017894404 -0.15419805 -0.07815217 -0.18931742 -0.15231107 -0.05513388 -0.042662196 -0.302553 -0.08588242 0.12845016 0.112128615 0.073277734 -0.18090078 0.19994365
Function Misuse|Functionality Misuse|-0.3347356 -0.07485811 -0.26359913 0.26366392 -0.2136666 -0.2165447 0.62097627 0.29403377 -0.19878638 0.089714624 0.08664983 0.20610808 0.24962336 0.020575099 0.379209 0.11040634 0.10904089 0.2014401 -0.4233977 0.044462606 0.18938483 -0.2295714 -0.13608725 0.31730047 -0.03899328 0.12942253 -0.13346405 -0.28142187 0.119234376 -0.17611797 -0.0124888765 0.33009338 0.08534535 -0.10659844 -0.057284962 0.17320679 -0.029529825 -0.16097867 0.006704733 0.18348281 -0.24111247 0.43258095 0.060920905 0.29294327 -0.053359155 -0.12379382 -0.15275514 -0.044629727 -0.264525 0.039746817 -0.048856422 0.26775786 -0.20106493 -0.7096357 0.33317176 -0.3039716 0.23369114 -0.047014568 -0.13511316 -0.27372167 0.016333168 -0.2816832 -0.24067782 -0.20359325 0.079085745 -0.20455307 0.45892096 -0.43300307 0.24730255 0.36527172 -0.5128351 0.47257182 0.24962272 -0.13991226 -0.1175343 -0.095879726 -0.18875964 0.07311177 0.34013736 -0.3846687 0.47647575 -0.035873532 0.05799215 0.05727144 0.33136466 -0.06925513 0.07528335 -0.06092271 0.08952954 -0.37053096 0.14463545 0.09745846 -0.20143141 0.24772389 0.046965893 -0.2692614 -0.08318543 0.25235197 -0.37018868 1.1274391 -0.4805659 0.18231124 0.009242166 0.18762751 -0.08996899 -0.17649977 0.21135418 -0.29553568 0.106657736 0.27312282 0.13590018 0.08336717 0.052579556 0.07641012 -0.12724786 -0.1316997 0.22323073 -0.29632 -0.41313925 0.4312836 0.057010937 -0.15149099 -4.5443576e-05 0.7684708 -0.21399812 -0.31381074 -0.07737337 -0.17367105 -0.3241527 -0.22162239 0.05088891 -0.009312649 -0.5943603 0.19158465 0.12159983 -0.20778102 0.09143168 0.04163951 0.25886974 -0.055911858 0.11501355 0.17376018 0.25437078 0.17345311 -0.038115773 0.022259153 0.37724483 0.049601465 0.38249943 -0.07144555 0.10317824 -0.16604625 -0.31423867 0.13999006 -0.30501673 -0.27307796 -0.19620623 -0.19284911 0.05445479 -0.26733896 -0.14650935 0.08020937 0.054521818 0.0020062986 0.12122843 0.39282426 0.021478698 0.19305407 -0.2430567 0.025346613 0.25281644 0.15466356 0.09750941 -0.7244517 -0.37550345 0.071924634 -0.25236538 -0.31343687 -0.019526655 0.1274515 0.16147977 -0.0423459 -0.37846628 0.13228329 -0.382305 -0.1376167 0.058748607 0.032582473 0.2194549 -0.020931324 -0.45161545 -0.01396327 -0.03702046 -0.3054582 -0.17543225 -0.3367754 0.35113227 0.022579992 0.17530487 0.25923195 -0.086389236 0.14106183 0.21872912 -0.13519466 0.062062334 -0.13424432 -0.2321928 -0.15559655 0.16441415 -0.15027277 -0.045630675 -0.03782302 -0.30313167 -0.40722254 -0.021072708 -0.01366061 -0.028335124 0.27001262 -0.1009581 0.034305792 -0.057049155 -0.11107042 0.32261232 -0.14866829 0.030300254 0.6349414 -0.3332703 0.14988846 -0.20761096 -0.018163554 -0.12871315 -0.81946045 0.35217866 0.042666573 0.10845354 0.03300467 -0.48887417 0.3078744 0.0018523237 -0.3102987 -0.4435884 -0.35541674 -0.19704825 -0.44878554 -0.19206285 0.3667365 -0.41034484 -0.27706224 0.016621297 0.35577667 -0.29271862 0.073530376 0.11415555 0.12993136 0.084124215 0.38099703 0.3103548 0.10873678 0.18710493 0.32506347 -0.1657546 0.3518561 -0.26343727 0.11058099 0.14498591 0.16241772 0.2854825 -0.05854072 0.18573113 -0.04442158 -0.27170643 -0.4484175 0.59768397 0.039850846 0.14931495 -0.47689012 -0.058170963 -0.06971418 -0.13787375 0.05806315 -0.13392496 -0.22554386 0.13206965 -0.15088904 0.027487174 0.07258345 -0.07048238 -0.0074842595 -0.15389569 0.3990865 -0.08991595 0.0023913484 0.6465054 -0.30757508 -0.28072485 0.2921473 0.0008205076 -0.29178458 -0.32324496 0.07958382 0.036145832 0.24980445 -0.0040288195 0.23042421 0.57529575 -0.022706008 -0.058976635 -0.054697555 -0.22605507 -0.1551524 0.015571904 -0.12242345 -0.28777772 -0.2834519 0.15408167 0.092739664 0.022615807 0.19889633 -0.1394634 -0.26988694 -0.3041876 -0.095400326 -0.26642933 -0.1158858 0.21825911 -0.2635506 0.19475561 -0.27378115 0.14313702 0.14823814 -0.007990847 0.061106373 -0.15802632 -0.29688504 0.045249242 0.16555999 0.060805153 0.26642135 -0.16386198 -0.013167019 0.26272836 0.19646652 -0.60801154 -0.15003127 -0.20277606 0.03394775 0.38253167 -0.02879364 -0.119159184 0.13715559 0.24704687 0.48833886 0.06977991 0.36660692 -0.12624943 0.070351385 0.31660765 -0.1434405 0.025878595 0.5735361 0.04681571 -0.04822586 0.006164978 0.25951034 -0.071870886 -0.1736108 -0.118502356 0.054605383 0.34331432 0.47795475 -0.02973864 0.48425424 -0.3445909 0.123250015 0.22429834 -0.053672347 0.1619114 0.04176465 -0.07421752 -0.008978034 -0.45369145 0.2599379 0.04488268 0.23445494
Code Inclusion in Process|Inclusion of Code in Existing Process|0.26468605 0.27237284 -0.35555434 -0.041619077 -0.09999511 -0.13503647 0.012774862 -0.097999796 -0.3241397 0.16932634 0.13080631 0.0031954944 0.1786505 -0.547673 0.3519941 -0.4179284 0.14967845 -0.053671945 -0.4863913 -0.52783537 -0.017086234 -0.2003315 0.14965244 0.0652445 -0.07603962 0.29318017 -0.2833716 -0.047105804 0.45286244 -0.36934748 -0.21454413 0.24016716 0.4890445 0.027803628 0.056602806 0.28777575 0.10334328 -0.13577835 -0.11713297 0.14923331 -0.3406433 0.25673857 -0.17881094 -0.18433112 -0.24339396 -0.46767417 -0.5090496 -0.089109845 -0.19924979 -0.35277602 -0.12199212 -0.09374452 -0.16092965 -0.0076552965 0.32282874 -0.19408807 0.16796502 0.0027006315 -0.24535482 0.05536007 -0.20513889 -0.026444372 -0.4554508 0.071168244 0.4602778 0.062383167 0.16326362 0.3804971 0.20660946 -0.31352025 -0.0052149147 0.017218202 -0.19723351 0.14310129 -0.44909066 0.17583442 -0.05121958 0.14561912 -0.13224614 -0.14269336 0.13430002 -0.08518667 -0.086000815 0.48773664 0.13854237 0.18387249 0.069174916 0.16389327 0.1041771 0.013545945 -0.18543014 -0.70544237 -0.06596682 0.22007819 -0.098445386 -0.0152693745 0.16297787 0.18840729 0.08106652 0.6201495 -0.070116624 -0.28746873 -0.294989 -0.14087477 0.083567515 0.20003697 0.49985468 0.07825255 0.44335988 -0.5249971 -0.1454151 0.2696736 -0.010280721 -0.20720267 0.10274071 0.2974438 0.14275634 -0.21303356 0.16831535 0.35895526 -0.02998069 -0.12033674 0.35971332 0.1508064 0.21153668 -0.3651941 -0.04509473 -0.36649513 -0.18627109 -0.41548604 0.06270422 0.095008984 0.31364545 0.17592286 0.01847124 -0.093281224 -0.35867822 0.35032448 0.12307544 -0.28950956 0.13324772 0.3638897 0.22512825 0.10880186 0.13783818 0.1632548 0.10589728 0.14183001 -0.03803262 -0.05740252 -0.2941539 0.053645115 -0.058535486 0.03280349 -0.031099224 0.44119644 0.032390777 0.036908183 0.1118007 -0.3173979 -0.13365284 0.24402308 -0.06843054 -0.016731467 -0.24602903 -0.18762483 -0.15771002 0.006328821 0.18216458 -0.13014236 0.14148028 -0.06601083 -0.18335763 -0.5120255 0.020808598 -0.042871837 0.15980014 0.08620155 0.040249802 0.08337432 0.6945456 -0.33550012 -0.13983953 -0.07280356 -0.17777957 0.13156204 0.13979143 0.22739977 -0.014034905 -0.12278417 -0.32850796 0.53341675 0.28906727 -0.052139446 -0.3372251 -0.37532055 0.35172313 -0.020531408 -0.51811373 0.042752415 0.085383296 0.14901581 0.07852948 -0.073267594 -0.30175585 0.0062126713 0.12034545 -0.15165493 0.06757755 0.20343229 -0.24404678 0.058551017 -0.16432096 -0.08762573 -0.05636052 -0.109369084 0.11365118 0.16477531 -0.071716316 -0.0155726 0.22959715 0.2071014 0.4150905 -0.23229265 -0.0036409386 0.56774884 -0.11766307 -0.6171912 -0.24501039 -0.07193842 0.014696274 -0.47421774 0.47258297 -0.04383211 0.03840265 -0.031789824 0.23260681 0.25940135 -0.16542095 -0.015360728 0.0057434067 -0.00750714 0.2221514 0.03929137 0.0037489608 0.12835532 0.07771849 -0.4043403 -0.023250192 0.22440702 0.08945816 0.26263317 0.53850156 -0.20363079 -0.02834585 -0.30666763 -0.47171792 0.1228023 -0.15992258 -0.20727003 0.26972583 0.26941344 -0.09840213 0.30786946 -0.27393422 -0.19630642 -0.30255017 0.21629967 -0.26845658 0.21391016 -0.10128638 -0.18444932 -0.29923785 0.44837728 -0.24246562 -0.029127141 0.0034720558 -0.30526048 -0.017924659 0.30978993 0.083488226 0.010357123 -0.29549932 -0.21733518 0.21216103 -0.038490742 0.45086163 -0.039363727 0.15276048 0.04501422 -0.18546957 0.060798448 0.09943759 -0.5072731 -0.0021919608 -0.0020322856 -0.4337697 0.2355366 -0.08334892 -0.3087647 -0.17212741 -0.010160871 -0.24208075 0.30092698 -0.033335164 -0.08452956 0.01646258 -0.40511358 0.28341404 -0.28683612 0.20265642 0.135189 -0.009974972 0.07508157 -0.35949498 -0.058845617 0.32376865 -0.06271424 -0.021652907 -0.13067797 0.06526748 -0.32077947 0.016181998 -0.13590378 0.59297615 0.00075566396 -0.3792599 0.26869226 -0.13764347 0.19467673 0.10856475 0.1683906 -0.014092389 -0.404825 -0.2690913 -0.044072192 -0.17322665 0.35472792 -0.16913934 0.090086944 0.49242872 0.094275005 -0.30283135 0.4613105 -0.10631636 -0.048413724 0.19786578 0.675872 -0.08829259 0.3187803 0.26893294 0.13868162 0.24192472 -0.03331576 -0.048676934 0.19470635 0.2107397 0.37000537 0.079743005 -0.11493955 0.07605304 -0.017640758 -0.08689136 -0.066947356 0.14932719 -0.38552517 -0.35037792 -0.28223538 0.46281812 0.14314893 -0.07055057 0.031294882 -0.08677926 0.37684563 0.005065497 0.15046564 0.19528975 -0.14171754 0.123067915 0.062813096 -0.42143092 0.18374209 0.31577462 -0.2611544
